   ,  ,0.05 ,   X,-,X,-,X,-,X,-,X,-,X
   ,  ,0.05 ,   -,X,-,X,-,X,-,X,-,X,-
   ,  ,0.05 ,   -,-,X,-,X,-,X,-,X,-,-
   ,  ,     ,   -,-,-,X,-,X,-,X,-,-,-
   ,  ,     ,   -,-,-,-,X,-,X,-,-,-,-
60 ,  ,     ,   -,-,-,-,-,X,-,-,-,-,-
40 ,  ,0.00 ,   -,-,-,-,-,X,-,-,-,-,-
60 ,  ,0.05 ,   -,-,X,-,-,X,-,-,X,-,-
80 ,  ,0.05 ,   -,X,-,X,-,X,-,X,-,X,-
100,  ,0.05 ,   -,-,X,-,-,X,-,-,X,-,-
120,8 ,-0.05,   -,X,-,X,-,X,-,X,-,X,-
60 ,8 ,0.05 ,   -,X,-,X,-,X,-,X,-,X,-
   ,8 ,     ,   X,-,X,-,X,-,X,-,X,-,X
   ,8 ,     ,   -,X,-,X,-,X,-,X,-,X,-
   ,8 ,     ,   X,-,X,-,X,-,X,-,X,-,X
   ,8 ,     ,   -,X,-,X,-,X,-,X,-,X,-
   ,8 ,     ,   X,-,X,-,X,-,X,-,X,-,X
   ,8 ,     ,   -,X,-,X,-,X,-,X,-,X,-
   ,8 ,     ,   X,-,X,-,X,-,X,-,X,-,X
   ,8 ,     ,   -,X,-,X,-,X,-,X,-,X,-
   ,8 ,     ,   X,-,X,-,X,-,X,-,X,-,X
   ,8 ,     ,   -,X,-,X,-,X,-,X,-,X,-
   ,8 ,     ,   X,-,X,-,X,-,X,-,X,-,X
   ,8 ,     ,   -,X,-,X,-,X,-,X,-,X,-
   ,8 ,     ,   X,-,X,-,X,-,X,-,X,-,X
   ,8 ,     ,   -,X,-,X,-,X,-,X,-,X,-
   ,8 ,     ,   X,-,X,-,X,-,X,-,X,-,X
   ,8 ,     ,   -,X,-,X,-,X,-,X,-,X,-
   ,  ,1    ,   -,-,-,-,-,X,-,-,-,-,-
   ,  ,     ,   -,-,-,-,-,X,-,-,-,-,-
